ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0022411	cellular component disassembly	72/748	227/4114	2.76306578101332e-07	1.3198952692379e-05	1.20322006237163e-05	GABARAPL2/MRPL43/MRPS24/MRPS34/MRPL22/BAX/MRPS18A/SMARCB1/TIMP1/MRPL4/CDC37/NAPA/DVL1/MRPL27/MRPL18/HTRA2/MRPL37/PARK7/MRPS15/VAMP8/MRPS2/MRPS7/MRPS26/CAPNS1/CHMP2A/CHMP1A/CCNB1/FLOT1/KIF2C/UFC1/MRPL24/MRPL9/ADAM15/SNAPIN/HAX1/GSN/MRRF/OXA1L/CCNB2/PINK1/SQSTM1/APEH/TEX264/CDK5/FUNDC2/MRPL16/MRPL58/BSG/PPP1CA/CFL1/TRMT112/MRPL57/MRPL11/AURKAIP1/GADD45GIP1/MRPL14/MRPS11/MRPL41/MRPS16/MRPL40/MRPL21/MRPL53/MRPL23/PHB2/MRPS17/PDXP/MRPL20/TWF2/MRPL46/MRPL12/MRPS21/MRPL45	72
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	23/748	44/4114	2.87935970533282e-07	1.35460786137249e-05	1.23486415432854e-05	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/VAMP8/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/HLA-C/IKBKG/PSMB3	23
GO:0072599	establishment of protein localization to endoplasmic reticulum	37/748	91/4114	3.47231160154765e-07	1.60918321235902e-05	1.46693572608981e-05	RPL18/RPS5/RPLP0/RPL3/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/RPSA/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/GET3/RPL10A/UBA52	37
GO:0042407	cristae formation	16/748	25/4114	4.88830092464813e-07	2.16032612281728e-05	1.96935907933068e-05	SAMM50/ATP5F1B/ATP5PB/IMMT/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/ATP5MG/MICOS13/APOO/UQCC3/ATP5MF/ATP5PO	16
GO:0006839	mitochondrial transport	40/748	103/4114	4.96567418579682e-07	2.16032612281728e-05	1.96935907933068e-05	SLC25A5/BID/BAK1/MCUR1/BAX/TIMM13/SAMM50/TIMM50/PMPCB/AIP/ATP5F1B/MRPL18/HTRA2/ATP5PB/TIMM17B/TOMM40/TIMM17A/ATP5MC2/RHOT2/TIMM29/MPC2/HAX1/SLC25A38/ATP5F1A/ATP5MC3/ATP5PF/OXA1L/PINK1/ATP5MC1/MAIP1/STOML2/ATP5MG/SLC25A6/SFN/TIMM22/CYC1/UBE2L3/ATP5MF/ATP5PO/TIMM23	40
GO:0009199	ribonucleoside triphosphate metabolic process	21/748	39/4114	4.98054854231374e-07	2.16032612281728e-05	1.96935907933068e-05	NME4/ATP5F1B/ATP5PB/ITPA/RAN/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/CTPS1/IMPDH2/CYC1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	21
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	22/748	42/4114	5.00945187899659e-07	2.16032612281728e-05	1.96935907933068e-05	NDUFAB1/NDUFB4/COQ9/NDUFB7/NDUFC1/NDUFS8/NDUFS7/PARK7/NDUFA8/NDUFA2/ISCU/NDUFA9/NDUFB10/NDUFB11/PINK1/NDUFS2/NDUFB8/NDUFV1/NDUFS5/NDUFV2/NDUFA12/NDUFS3	22
GO:0009144	purine nucleoside triphosphate metabolic process	22/748	42/4114	5.00945187899659e-07	2.16032612281728e-05	1.96935907933068e-05	NME4/NUDT1/ATP5F1B/DGUOK/ATP5PB/ITPA/RAN/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/IMPDH2/CYC1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	22
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	36/748	89/4114	5.83756404096541e-07	2.48296388317775e-05	2.2634765257615e-05	RPL18/RPS5/RPLP0/RPL3/RPS16/RPL18A/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/EIF4A3/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/RPSA/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/RPL10A/UBA52	36
GO:0034660	ncRNA metabolic process	59/748	178/4114	6.85878780440446e-07	2.87791028819944e-05	2.62351072632199e-05	TSR3/UTP18/MRTO4/FTSJ1/HSD17B10/EXOSC7/SNU13/RTCB/PIH1D1/POP4/RPS16/NOP53/DDX49/AIMP2/HARS2/RPS15/EXOSC8/RPL5/MRM2/TRIR/RRP36/NGDN/NSUN5/RPL27/RAN/GRSF1/CARS2/RPL35/RPS6/RPS2/EIF4A3/RPS8/FARS2/ABT1/RPL7A/SENP3/POLR3K/ELP6/RPS14/RPP25L/METTL3/DUS2/DUS1L/ELP5/HARS1/TSEN34/EXOSC1/RPS21/MRM3/POP7/TRMT112/PPA1/MRPS11/NOP10/RPL35A/LAGE3/RPL10A/EIF6/BOP1	59
GO:0009060	aerobic respiration	23/748	46/4114	8.13160366479746e-07	3.36648391722615e-05	3.06889575503724e-05	UQCRC1/IDH3G/SDHA/FH/IDH3B/NOP53/NDUFS8/NDUFS7/SDHB/COX6B1/COX4I1/PDHA1/MDH2/SURF1/OXA1L/SUCLG1/SDHAF2/PDHB/COX8A/COX5A/SHMT2/UQCR10/ADSL	23
GO:0072522	purine-containing compound biosynthetic process	32/748	76/4114	8.6314905073637e-07	3.48403612993001e-05	3.17605666696561e-05	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/ATP5F1B/DGUOK/ATP5PB/PDHA1/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/STOML2/ATP5MG/PDHB/IMPDH2/CYC1/SHMT2/PNP/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/NME2	32
GO:0009205	purine ribonucleoside triphosphate metabolic process	20/748	37/4114	8.63996077309536e-07	3.48403612993001e-05	3.17605666696561e-05	NME4/ATP5F1B/ATP5PB/ITPA/RAN/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/IMPDH2/CYC1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	20
GO:0070972	protein localization to endoplasmic reticulum	38/748	98/4114	1.00855098303807e-06	4.01480872094003e-05	3.65991038244181e-05	GABARAPL2/RPL18/RPS5/RPLP0/RPL3/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/RPSA/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/GET3/RPL10A/UBA52	38
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	23/748	47/4114	1.32321492360133e-06	5.20073713643306e-05	4.74100590215052e-05	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/VAMP8/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/HLA-C/IKBKG/PSMB3	23
GO:0009201	ribonucleoside triphosphate biosynthetic process	19/748	35/4114	1.49857182109296e-06	5.81633188061705e-05	5.30218371963023e-05	NME4/ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/CTPS1/IMPDH2/CYC1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	19
GO:0034470	ncRNA processing	52/748	154/4114	1.72042853544237e-06	6.59497605252908e-05	6.01199783210465e-05	TSR3/UTP18/MRTO4/FTSJ1/HSD17B10/EXOSC7/SNU13/RTCB/PIH1D1/POP4/RPS16/NOP53/DDX49/RPS15/EXOSC8/RPL5/MRM2/RRP36/NGDN/NSUN5/RPL27/GRSF1/RPL35/RPS6/RPS2/EIF4A3/RPS8/FARS2/ABT1/RPL7A/SENP3/POLR3K/ELP6/RPS14/RPP25L/METTL3/DUS2/DUS1L/ELP5/TSEN34/EXOSC1/RPS21/MRM3/POP7/TRMT112/MRPS11/NOP10/RPL35A/LAGE3/RPL10A/EIF6/BOP1	52
GO:0006364	rRNA processing	38/748	100/4114	1.81792705964144e-06	6.88373600022765e-05	6.27523217378156e-05	TSR3/UTP18/MRTO4/EXOSC7/SNU13/PIH1D1/POP4/RPS16/NOP53/DDX49/RPS15/EXOSC8/RPL5/MRM2/RRP36/NGDN/NSUN5/RPL27/RPL35/RPS6/RPS2/EIF4A3/RPS8/ABT1/RPL7A/SENP3/RPS14/EXOSC1/RPS21/MRM3/POP7/TRMT112/MRPS11/NOP10/RPL35A/RPL10A/EIF6/BOP1	38
GO:0016072	rRNA metabolic process	39/748	104/4114	1.95862168017606e-06	7.32713291198393e-05	6.67943398604112e-05	TSR3/UTP18/MRTO4/EXOSC7/SNU13/PIH1D1/POP4/RPS16/NOP53/DDX49/RPS15/EXOSC8/RPL5/MRM2/TRIR/RRP36/NGDN/NSUN5/RPL27/RPL35/RPS6/RPS2/EIF4A3/RPS8/ABT1/RPL7A/SENP3/RPS14/EXOSC1/RPS21/MRM3/POP7/TRMT112/MRPS11/NOP10/RPL35A/RPL10A/EIF6/BOP1	39
GO:1990542	mitochondrial transmembrane transport	22/748	45/4114	2.30428644507879e-06	8.51763025234482e-05	7.76469454989583e-05	MCUR1/TIMM50/ATP5F1B/MRPL18/ATP5PB/TIMM17B/TOMM40/TIMM17A/ATP5MC2/MPC2/SLC25A38/ATP5F1A/ATP5MC3/ATP5PF/ATP5MC1/MAIP1/STOML2/ATP5MG/CYC1/ATP5MF/ATP5PO/TIMM23	22
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	18/748	33/4114	2.59884951887642e-06	9.49344441895446e-05	8.65424935759591e-05	NME4/ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/IMPDH2/CYC1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	18
GO:0044283	small molecule biosynthetic process	63/748	202/4114	3.06973688331762e-06	0.000110831779333735	0.000101034546869536	NDUFAB1/NTHL1/ELOVL1/FDFT1/GSTP1/AKR1B1/COQ9/MAEA/PHGDH/PTGS1/ACOT7/TECR/PLTP/NME4/BCAT2/NUDT1/SLC25A11/GAPDH/TPI1/DNPH1/HYAL1/SPR/PARK7/ACAT2/SMUG1/ITPA/DUT/ASS1/NR1H2/RAN/NDUFA9/G6PC3/IMPA2/SOD1/PYCR2/MDH2/EBP/PTGES2/CBR1/FDPS/FDXR/PMVK/NUDT5/PCBD1/TK1/DTYMK/GSTM4/CNBP/KYAT1/PGAM1/TALDO1/IMPDH2/SEPHS2/DCTPP1/SHMT2/PYCR1/UROS/PNP/APRT/NME1/PDXP/EIF6/NME2	63
GO:0006164	purine nucleotide biosynthetic process	30/748	73/4114	3.49882614133479e-06	0.000123452899645961	0.000112539993947958	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/ATP5F1B/DGUOK/ATP5PB/PDHA1/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/STOML2/ATP5MG/PDHB/IMPDH2/CYC1/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/NME2	30
GO:0009260	ribonucleotide biosynthetic process	30/748	73/4114	3.49882614133479e-06	0.000123452899645961	0.000112539993947958	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/ATP5F1B/ATP5PB/PDHA1/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/STOML2/ATP5MG/PDHB/CTPS1/IMPDH2/CYC1/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/NME2	30
GO:0010257	NADH dehydrogenase complex assembly	22/748	46/4114	3.67115201712792e-06	0.000126654744590913	0.000115458804374936	NDUFAB1/NDUFB4/NDUFB7/NDUFC1/NDUFS8/TIMMDC1/NDUFS7/NDUFA8/NDUFA2/NDUFA9/NDUFB10/NDUFB11/OXA1L/NDUFAF6/NDUFS2/NDUFB8/NDUFV1/NDUFS5/NDUFAF3/NDUFV2/NDUFA12/NDUFS3	22
GO:0032981	mitochondrial respiratory chain complex I assembly	22/748	46/4114	3.67115201712792e-06	0.000126654744590913	0.000115458804374936	NDUFAB1/NDUFB4/NDUFB7/NDUFC1/NDUFS8/TIMMDC1/NDUFS7/NDUFA8/NDUFA2/NDUFA9/NDUFB10/NDUFB11/OXA1L/NDUFAF6/NDUFS2/NDUFB8/NDUFV1/NDUFS5/NDUFAF3/NDUFV2/NDUFA12/NDUFS3	22
GO:0022618	ribonucleoprotein complex assembly	33/748	84/4114	3.74739260826471e-06	0.000127864330205076	0.00011656146586031	MRTO4/RPS5/EIF3I/RPLP0/EIF3L/SNU13/RPL3/PIH1D1/NOP53/RPL24/RPS15/RPL5/SNRPC/MRPS7/SNRPD2/SNRPB/LSM4/EIF3G/NOL3/TXNL4A/RPL13A/SNRPG/ABT1/RPL10/RPS14/RPSA/MRPL11/EIF3K/MRPS11/RPL12/EIF6/MRPL20/BOP1	33
GO:0006605	protein targeting	62/748	199/4114	3.83648688609053e-06	0.000129481432405555	0.000118035620557179	BID/RPL18/RPS5/RPLP0/TIMM13/RPL3/SAMM50/NUCB1/ECH1/RPS16/TIMM50/CDC37/RPL18A/PMPCB/SEC61B/RPL28/RPL19/RPS13/AIP/RPL24/RPS15/HTRA2/ACOT2/RPL5/TIMM17B/TOMM40/RPL27/TIMM17A/RPL35/RPS6/RPLP1/RPS2/TIMM29/RPS11/RPL13A/RPS8/HAX1/RPL10/RPL7A/RPS3/DHRS4/PINK1/RPL8/RPL29/RPS14/CDK5/RPSA/SLC25A6/RPS21/RPL15/TIMM22/RPL35A/UBE2L3/GSTK1/RPS26/RPL37A/RPL12/GET3/ECI2/RPL10A/UBA52/TIMM23	62
GO:0070498	interleukin-1-mediated signaling pathway	25/748	56/4114	3.88102414689648e-06	0.000129576128775415	0.000118121946021558	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/SQSTM1/PSMC2/PSMC3/PSMD13/PSMB8/UBA52/IKBKG/PSMB3	25
GO:0009152	purine ribonucleotide biosynthetic process	29/748	70/4114	4.19961167264609e-06	0.000138721215357086	0.000126458631441717	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/ATP5F1B/ATP5PB/PDHA1/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/STOML2/ATP5MG/PDHB/IMPDH2/CYC1/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/NME2	29
GO:0009145	purine nucleoside triphosphate biosynthetic process	18/748	34/4114	4.59599223081953e-06	0.000150216377649417	0.00013693765217367	NME4/ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/IMPDH2/CYC1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	18
GO:0046390	ribose phosphate biosynthetic process	30/748	74/4114	4.88557940947473e-06	0.000158017959025198	0.000144049594649973	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/ATP5F1B/ATP5PB/PDHA1/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/STOML2/ATP5MG/PDHB/CTPS1/IMPDH2/CYC1/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/NME2	30
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	23/748	50/4114	5.08888528243829e-06	0.000162896791772896	0.00014849715164923	PSMB1/AP2S1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DVL1/PFN1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	23
GO:0072594	establishment of protein localization to organelle	73/748	248/4114	5.40279247149615e-06	0.00017118031248975	0.000156048431319583	BID/RPL18/RPS5/BAX/RPLP0/TIMM13/RPL3/SAMM50/NUTF2/ECH1/PIH1D1/RPS16/TIMM50/RPL18A/PMPCB/SEC61B/RPL28/RPL19/RPS13/AIP/RPL24/RPS15/HTRA2/CCT4/ACOT2/RPL5/TIMM17B/TOMM40/RPL27/VPS25/RAN/TIMM17A/CCT7/RPL35/RPS6/RPLP1/RPS2/TIMM29/RPS11/RPL13A/RPS8/HAX1/CCT6A/RPL10/RPL7A/RPS3/OXA1L/DHRS4/PINK1/RPL8/LRWD1/RPL29/MAIP1/RPS14/CCT2/RPSA/SLC25A6/RPS21/RPL15/SFN/TIMM22/RPL35A/UBE2L3/GSTK1/RPS26/RPL37A/RPL12/GET3/ECI2/RPL10A/PHB2/UBA52/TIMM23	73
GO:0002478	antigen processing and presentation of exogenous peptide antigen	32/748	82/4114	6.22229203736624e-06	0.000195153704808305	0.00017790263996255	PSMB1/AP2S1/KIF22/PSMC5/PSME1/PSMD8/LGMN/PSMB5/PSME2/PSMA7/PSMD7/AP1S1/PSMD14/CTSD/VAMP8/CLTA/PSMB2/PSMA1/PSMB7/DCTN3/PSMB6/KIF2C/SEC13/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/HLA-C/IKBKG/PSMB3	32
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	24/748	54/4114	6.6779790616143e-06	0.000207351249863124	0.000189021954701904	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/VAMP8/PSMB2/PSMA1/PSMB7/PSMB6/SEC13/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/HLA-C/IKBKG/PSMB3	24
GO:0071826	ribonucleoprotein complex subunit organization	33/748	86/4114	6.84856952359829e-06	0.000210542657136363	0.000191931250119393	MRTO4/RPS5/EIF3I/RPLP0/EIF3L/SNU13/RPL3/PIH1D1/NOP53/RPL24/RPS15/RPL5/SNRPC/MRPS7/SNRPD2/SNRPB/LSM4/EIF3G/NOL3/TXNL4A/RPL13A/SNRPG/ABT1/RPL10/RPS14/RPSA/MRPL11/EIF3K/MRPS11/RPL12/EIF6/MRPL20/BOP1	33
GO:0090175	regulation of establishment of planar polarity	23/748	51/4114	7.70391525423487e-06	0.000234416349266996	0.000213694571804035	PSMB1/AP2S1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DVL1/PFN1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	23
GO:0090150	establishment of protein localization to membrane	51/748	157/4114	7.77613010450905e-06	0.000234416349266996	0.000213694571804035	BID/RPL18/RPS5/BAX/RPLP0/TIMM13/RPL3/SAMM50/RPS16/RPL18A/SEC61B/RPL28/RPL19/RAB34/RPS13/KRT18/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/TIMM29/RPS11/RPL13A/RPS8/SNAP47/RPL10/RPL7A/RPS3/OXA1L/RPL8/RPL29/MAIP1/RPS14/CDK5/RPSA/RPS21/RPL15/SFN/TIMM22/RPL35A/RPS26/RPL37A/RPL12/GET3/RPL10A/RACK1/UBA52	51
GO:0019884	antigen processing and presentation of exogenous antigen	32/748	83/4114	8.40659360598725e-06	0.000250985318717215	0.000228798888729754	PSMB1/AP2S1/KIF22/PSMC5/PSME1/PSMD8/LGMN/PSMB5/PSME2/PSMA7/PSMD7/AP1S1/PSMD14/CTSD/VAMP8/CLTA/PSMB2/PSMA1/PSMB7/DCTN3/PSMB6/KIF2C/SEC13/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/HLA-C/IKBKG/PSMB3	32
GO:1902750	negative regulation of cell cycle G2/M phase transition	24/748	55/4114	9.84588195517374e-06	0.000291156794960138	0.000265419314059771	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/NOP53/BABAM1/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	24
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	23/748	52/4114	1.14821449667685e-05	0.000333196823568375	0.000303743116730354	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/NOP53/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	23
GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	23/748	52/4114	1.14821449667685e-05	0.000333196823568375	0.000303743116730354	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/ELOB/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/UBA52/PSMB3	23
GO:0000956	nuclear-transcribed mRNA catabolic process	46/748	139/4114	1.2698178538093e-05	0.000364604306458641	0.000332374262248423	MRTO4/RPL18/EXOSC7/RPS5/RPLP0/RPL3/RPS16/RPL18A/RPL28/RPL19/RPS13/RPL24/RPS15/EXOSC8/RPL5/LSM7/LSM4/RPL27/RPL35/RPS6/RPLP1/WDR61/RPS2/EIF4A3/NT5C3B/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/POLR2G/RPSA/EXOSC1/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/RPL10A/DXO/UBA52	46
GO:0043312	neutrophil degranulation	45/748	135/4114	1.27993138177108e-05	0.000364604306458641	0.000332374262248423	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	45
GO:1902036	regulation of hematopoietic stem cell differentiation	21/748	46/4114	1.52326913911173e-05	0.000426522073215457	0.00038881866425167	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/METTL3/PSMC3/PSMD13/PSMB8/PSMB3	21
GO:0006612	protein targeting to membrane	38/748	108/4114	1.52476489941758e-05	0.000426522073215457	0.00038881866425167	RPL18/RPS5/RPLP0/RPL3/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/CDK5/RPSA/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/GET3/RPL10A/UBA52	38
GO:0002283	neutrophil activation involved in immune response	45/748	136/4114	1.58716263907346e-05	0.000440012499493133	0.000401116572976366	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	45
GO:0019882	antigen processing and presentation	35/748	97/4114	1.7770321915118e-05	0.00048829070395081	0.000445127113458336	PSMB1/AP2S1/KIF22/PSMC5/PSME1/PSMD8/LGMN/PSMB5/PSME2/PSMA7/PSMD7/AP1S1/RAB34/PSMD14/CTSD/RAB32/VAMP8/CLTA/PSMB2/PSMA1/PSMB7/DCTN3/PSMB6/KIF2C/SEC13/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSAP/PSMB8/HLA-C/IKBKG/PSMB3	35
GO:0038061	NIK/NF-kappaB signaling	28/748	71/4114	1.88188594121622e-05	0.000512566302410208	0.000467256814028663	PSMB1/TRIP6/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PRDX1/PSMB2/PSMA1/PSMB7/PSMB6/RPS3/PPP4C/PSMD4/PSMB4/PSMC2/PSMC3/ILK/PHB/PSMD13/PSMB8/PHB2/PSMB3	28
GO:0019637	organophosphate metabolic process	81/748	293/4114	2.25038975935277e-05	0.000607605235025247	0.000553894559533143	GDE1/NTHL1/ELOVL1/PLPP1/COASY/REXO2/FDFT1/AAAS/ACOT7/TECR/NME4/NUDT1/AK1/PTPMT1/ATP5F1B/GAPDH/TPI1/DNPH1/DGUOK/PARK7/ATP5PB/PRDX6/ACOT2/SMUG1/PIGT/ITPA/DUT/NR1H2/PDHA1/RAN/ATP5MC2/DPM2/HADHB/G6PC3/IMPA2/NT5C3B/PLPP2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/FLAD1/FDPS/JMJD8/PMVK/NAXE/MTMR14/PIGO/STOML2/NUDT5/NNMT/ATP5MG/TK1/PDHB/DTYMK/AGPAT2/PGAM1/CTPS1/TYMS/TALDO1/IMPDH2/CYC1/DCTPP1/PCYT2/PNP/APRT/CSNK2B/UQCC3/NAXD/PHB2/NME1/ADSL/PDXP/ATP5MF/ATP5PO/EIF6/NME2	81
GO:0043299	leukocyte degranulation	46/748	142/4114	2.3716442171845e-05	0.000634823732272229	0.000578707014519883	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	46
GO:0042119	neutrophil activation	45/748	138/4114	2.4145131800734e-05	0.000640774651634863	0.000584131888548571	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	45
